work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,ensemble_score,network_risk_flag,top_flag_reasons
MPLADS-105790,MP_LAK_1,Lakshadweep,Kavaratti,Sports Infrastructure,2742000,2726894,Completed,Vendor Pvt Ltd 113,Implementing Agency 8,0.3767562252861112,0,"no_photo_flag, days_sanction_to_completion, release_ratio"
MPLADS-104780,MP_UTT_2,Uttar Pradesh,Meerut,Community Hall Construction,2023000,1942557,Completed,Vendor Pvt Ltd 85,Implementing Agency 6,0.376741837670101,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-101795,MP_JAM_4,Jammu & Kashmir,Srinagar,Street Lighting,1516000,1500345,Completed,Vendor Pvt Ltd 21,Implementing Agency 10,0.37672314882397034,0,"no_photo_flag, desc_generic_flag, days_rec_to_sanction"
MPLADS-104915,MP_GOA_4,Goa,South Goa,Sports Infrastructure,5185061,3296063,Completed,Vendor Pvt Ltd 1,Implementing Agency 58,0.37631600655108033,1,"no_photo_flag, amount_zscore_in_category, desc_generic_flag"
MPLADS-104325,MP_RAJ_2,Rajasthan,Jaipur,Irrigation Facility,3072000,0,Completed,Vendor Pvt Ltd 107,Implementing Agency 40,0.37250307653187537,0,"no_photo_flag, release_ratio, days_rec_to_sanction"
MPLADS-100235,MP_AND_1,Andhra Pradesh,Vijayawada,Sanitation/Toilets,1323000,1278250,Completed,Vendor Pvt Ltd 65,Implementing Agency 27,0.37234118762339546,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-101474,MP_LAK_4,Lakshadweep,Kavaratti,CCTV Installation,400000,0,Recommended,Vendor Pvt Ltd 22,Implementing Agency 19,0.37142423783600603,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-105340,MP_HAR_3,Haryana,Gurugram,Library/Reading Room,2266000,2261361,Completed,Vendor Pvt Ltd 57,Implementing Agency 28,0.3707377444205887,0,"no_photo_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-101632,MP_NAG_3,Nagaland,Dimapur,Sports Infrastructure,375000,444854,In Progress,Vendor Pvt Ltd 37,Implementing Agency 33,0.370452797593113,0,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-100017,MP_ARU_2,Arunanchal Pradesh,Itanagar,Library/Reading Room,669000,762609,Completed,Vendor Pvt Ltd 52,Implementing Agency 16,0.370012476584255,0,"over_release_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-102677,MP_MAD_1,Madhya Pradesh,Indore,Street Lighting,1006000,988152,Completed,Vendor Pvt Ltd 28,Implementing Agency 41,0.3696453725478133,0,"no_photo_flag, desc_generic_flag, days_rec_to_sanction"
MPLADS-101509,MP_CHA_1,Chandigarh,Chandigarh,Community Hall Construction,3200000,2956121,Completed,Vendor Pvt Ltd 19,Implementing Agency 6,0.36962767291391513,0,"is_round_amount, days_sanction_to_completion, release_ratio"
MPLADS-101984,MP_JAM_3,Jammu & Kashmir,Jammu,Road Construction/Repair,1918000,1886703,Completed,Vendor Pvt Ltd 9,Implementing Agency 43,0.3689914744000735,1,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-102181,MP_ODI_3,Odisha,Cuttack,Sanitation/Toilets,1335916,702299,Completed,Vendor Pvt Ltd 1,Implementing Agency 44,0.36745745173903044,1,"days_rec_to_sanction, desc_generic_flag, days_sanction_to_completion"
MPLADS-101923,MP_MEG_2,Meghalaya,Tura,Street Lighting,1766000,1743310,Completed,Vendor Pvt Ltd 99,Implementing Agency 13,0.3672932204582665,0,"days_sanction_to_completion, desc_generic_flag, amount_zscore_in_category"
MPLADS-104655,MP_SIK_1,Sikkim,Gangtok,Railway Halt Amenities,8119000,7632240,Completed,Vendor Pvt Ltd 5,Implementing Agency 55,0.3671714597236995,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-100787,MP_NAG_2,Nagaland,Kohima,Sanitation/Toilets,1500000,0,Sanctioned,Vendor Pvt Ltd 22,Implementing Agency 27,0.36651269719642643,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-100706,MP_JAM_4,Jammu & Kashmir,Jammu,Solar Power Installation,2481000,2926226,Completed,Vendor Pvt Ltd 43,Implementing Agency 13,0.36604752763047116,0,"over_release_flag, days_rec_to_sanction, release_ratio"
MPLADS-105925,MP_AND_3,Andhra Pradesh,Visakhapatnam,Street Lighting,1555000,1545247,Completed,Vendor Pvt Ltd 72,Implementing Agency 12,0.3659387457279509,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-101650,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Library/Reading Room,2021000,1876859,Completed,Vendor Pvt Ltd 116,Implementing Agency 24,0.3657923617657045,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-102287,MP_AND_1,Andhra Pradesh,Visakhapatnam,Drinking Water Supply,560000,454607,Completed,Vendor Pvt Ltd 40,Implementing Agency 7,0.3654850075907948,0,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-104634,MP_MEG_2,Meghalaya,Tura,Health Facility Upgrade,6503000,6503000,Completed,Vendor Pvt Ltd 102,Implementing Agency 42,0.3654801945193236,1,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-100239,MP_TAM_1,Tamil Nadu,Madurai,Solar Power Installation,1734000,1238052,Completed,Vendor Pvt Ltd 72,Implementing Agency 23,0.3651993442828736,0,"no_photo_flag, desc_generic_flag, days_rec_to_sanction"
MPLADS-100586,MP_CHH_2,Chhattisgarh,Raipur,Irrigation Facility,4945000,4805760,Completed,Vendor Pvt Ltd 65,Implementing Agency 3,0.3649072539786502,0,"no_photo_flag, desc_generic_flag, release_ratio"
MPLADS-105448,MP_SIK_2,Sikkim,Gangtok,Street Lighting,777000,744021,Completed,Vendor Pvt Ltd 113,Implementing Agency 17,0.3642891583753198,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag"
MPLADS-104405,MP_MAD_1,Madhya Pradesh,Indore,Community Hall Construction,3554000,4186901,Completed,Vendor Pvt Ltd 36,Implementing Agency 30,0.36324987632762806,0,"over_release_flag, days_sanction_to_completion, release_ratio"
MPLADS-104708,MP_MIZ_3,Mizoram,Lunglei,Community Hall Construction,4500000,4411893,Completed,Vendor Pvt Ltd 1,Implementing Agency 23,0.3631111357713506,1,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-105523,MP_BIH_1,Bihar,Gaya,Irrigation Facility,3171000,3018505,Completed,Vendor Pvt Ltd 11,Implementing Agency 48,0.3623689432213721,0,"no_photo_flag, desc_generic_flag, days_sanction_to_completion"
MPLADS-103577,MP_UTT_1,Uttar Pradesh,Lucknow,Railway Halt Amenities,8193000,2487634,In Progress,Vendor Pvt Ltd 3,Implementing Agency 15,0.3622729177069415,0,"days_rec_to_sanction, desc_generic_flag, amount_zscore_in_category"
MPLADS-105193,MP_UTT_1,Uttar Pradesh,Agra,Solar Power Installation,2781000,2650493,Completed,Vendor Pvt Ltd 61,Implementing Agency 13,0.3620520054202901,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-105322,MP_MAN_3,Manipur,Imphal,Anganwadi Center Construction,1652000,1591796,Completed,Vendor Pvt Ltd 110,Implementing Agency 30,0.3617064158172508,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-101785,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Community Hall Construction,5693000,5648916,Completed,Vendor Pvt Ltd 94,Implementing Agency 56,0.3614510263219988,0,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-101825,MP_MAD_3,Madhya Pradesh,Indore,Sports Infrastructure,4800000,1972684,In Progress,Vendor Pvt Ltd 112,Implementing Agency 2,0.3607799919582644,0,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-101149,MP_WES_2,West Bengal,Darjeeling,Health Facility Upgrade,4388000,4277722,Completed,Vendor Pvt Ltd 61,Implementing Agency 43,0.360704522806396,1,"no_photo_flag, desc_generic_flag, days_sanction_to_completion"
MPLADS-105623,MP_NAG_2,Nagaland,Dimapur,Anganwadi Center Construction,1529000,1493193,Completed,Vendor Pvt Ltd 51,Implementing Agency 50,0.36029095705640746,0,"no_photo_flag, desc_generic_flag, release_ratio"
MPLADS-100230,MP_JAM_2,Jammu & Kashmir,Jammu,School Infrastructure,1004000,1212256,Completed,Vendor Pvt Ltd 107,Implementing Agency 33,0.3600121719323212,0,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-104600,MP_TAM_2,Tamil Nadu,Coimbatore,Drinking Water Supply,3805000,4693036,Sanctioned,Vendor Pvt Ltd 97,Implementing Agency 54,0.35970823136023533,0,"over_release_flag, desc_generic_flag, release_ratio"
MPLADS-102179,MP_TRI_5,Tripura,Dharmanagar,Community Hall Construction,4148000,3991857,Completed,Vendor Pvt Ltd 111,Implementing Agency 10,0.35872876580769775,0,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100626,MP_MAN_1,Manipur,Imphal,Sanitation/Toilets,1232000,1197279,Completed,Vendor Pvt Ltd 94,Implementing Agency 29,0.35854987197560156,0,"no_photo_flag, desc_generic_flag, days_sanction_to_completion"
MPLADS-104183,MP_MAN_2,Manipur,Thoubal,Road Construction/Repair,1807000,1807000,Completed,Vendor Pvt Ltd 103,Implementing Agency 57,0.3584925195663724,0,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-103565,MP_UTT_1,Uttar Pradesh,Agra,CCTV Installation,1107000,1032101,Completed,Vendor Pvt Ltd 11,Implementing Agency 59,0.35838761355247295,0,"no_photo_flag, desc_generic_flag, release_ratio"
MPLADS-104816,MP_GUJ_2,Gujarat,Vadodara,School Infrastructure,3425000,4175480,Completed,Vendor Pvt Ltd 116,Implementing Agency 33,0.35823838234640937,0,"over_release_flag, desc_generic_flag, release_ratio"
MPLADS-104607,MP_TEL_2,Telangana,Hyderabad,Sanitation/Toilets,1300000,727287,In Progress,Vendor Pvt Ltd 9,Implementing Agency 57,0.357990176551429,0,"is_round_amount, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-104942,MP_ARU_2,Arunanchal Pradesh,Tawang,Anganwadi Center Construction,700000,556922,In Progress,Vendor Pvt Ltd 31,Implementing Agency 24,0.3576381595525825,0,"is_round_amount, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-105974,MP_UTT_1,Uttar Pradesh,Meerut,Irrigation Facility,6823000,6484592,Completed,Vendor Pvt Ltd 56,Implementing Agency 38,0.35761017671623124,0,"no_photo_flag, desc_generic_flag, release_ratio"
MPLADS-100526,MP_JHA_2,Jharkhand,Ranchi,Street Lighting,1462000,1395140,Completed,Vendor Pvt Ltd 98,Implementing Agency 19,0.3569225630522172,0,"no_photo_flag, desc_generic_flag, release_ratio"
MPLADS-102622,MP_BIH_2,Bihar,Bhagalpur,Library/Reading Room,1765000,1683337,Completed,Vendor Pvt Ltd 76,Implementing Agency 27,0.3568753919613851,0,"no_photo_flag, desc_generic_flag, days_rec_to_sanction"
MPLADS-104925,MP_MIZ_2,Mizoram,Lunglei,Anganwadi Center Construction,1987000,1885078,Completed,Vendor Pvt Ltd 18,Implementing Agency 41,0.3565007623319497,0,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-100865,MP_MAN_2,Manipur,Imphal,Health Facility Upgrade,5800000,5311745,Completed,Vendor Pvt Ltd 57,Implementing Agency 54,0.35643418635718904,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-101194,MP_LAK_1,Lakshadweep,Kavaratti,Library/Reading Room,500000,0,Recommended,Vendor Pvt Ltd 12,Implementing Agency 16,0.35629872699611304,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-101803,MP_MAN_1,Manipur,Thoubal,School Infrastructure,716000,813351,Completed,Vendor Pvt Ltd 58,Implementing Agency 17,0.35571268875899403,0,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-102255,MP_RAJ_3,Rajasthan,Jodhpur,Road Construction/Repair,2400000,2223226,Completed,Vendor Pvt Ltd 90,Implementing Agency 60,0.35554732007423795,0,"is_round_amount, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-102722,MP_HAR_3,Haryana,Faridabad,Railway Halt Amenities,1500000,605413,In Progress,Vendor Pvt Ltd 30,Implementing Agency 38,0.35516400789822644,0,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-104700,MP_WES_3,West Bengal,Darjeeling,Street Lighting,1060000,1054398,Completed,Vendor Pvt Ltd 20,Implementing Agency 23,0.3548666007026733,0,"no_photo_flag, days_sanction_to_completion, release_ratio"
MPLADS-102077,MP_CHA_2,Chandigarh,Chandigarh,Anganwadi Center Construction,1600000,0,Sanctioned,Vendor Pvt Ltd 56,Implementing Agency 7,0.35476638509282327,0,"is_round_amount, release_ratio, days_rec_to_sanction"
MPLADS-102304,MP_LAK_5,Lakshadweep,Kavaratti,Irrigation Facility,700000,616987,In Progress,Vendor Pvt Ltd 54,Implementing Agency 3,0.35460169969006605,0,"is_round_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-104562,MP_TAM_2,Tamil Nadu,Chennai,Sports Infrastructure,1453000,1784900,Completed,Vendor Pvt Ltd 39,Implementing Agency 43,0.35443574426548935,1,"over_release_flag, release_ratio, days_rec_to_sanction"
MPLADS-104335,MP_TAM_2,Tamil Nadu,Madurai,Library/Reading Room,1942000,1845575,Completed,Vendor Pvt Ltd 65,Implementing Agency 20,0.35414738398331364,0,"no_photo_flag, desc_generic_flag, amount_zscore_in_category"
MPLADS-100569,MP_LAK_4,Lakshadweep,Kavaratti,Road Construction/Repair,4600000,0,Recommended,Vendor Pvt Ltd 93,Implementing Agency 3,0.35398632124576346,0,"is_round_amount, release_ratio, days_rec_to_sanction"
MPLADS-102323,MP_SIK_1,Sikkim,Namchi,Sports Infrastructure,3541000,4329248,Completed,Vendor Pvt Ltd 41,Implementing Agency 28,0.3538228787664813,0,"over_release_flag, release_ratio, days_rec_to_sanction"
MPLADS-103664,MP_NAG_3,Nagaland,Kohima,Irrigation Facility,8800000,6429756,In Progress,Vendor Pvt Ltd 59,Implementing Agency 46,0.35355566315718256,0,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-101860,MP_CHH_1,Chhattisgarh,Bhilai,Sports Infrastructure,3600000,3436051,Completed,Vendor Pvt Ltd 24,Implementing Agency 14,0.35331035601512295,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100893,MP_GUJ_2,Gujarat,Surat,Solar Power Installation,2115000,1995894,Completed,Vendor Pvt Ltd 41,Implementing Agency 27,0.35303349804448075,0,"no_photo_flag, desc_generic_flag, release_ratio"
MPLADS-104797,MP_HIM_1,Himachal Pradesh,Manali,Drinking Water Supply,4300000,4091470,Completed,Vendor Pvt Ltd 24,Implementing Agency 16,0.35299679018591784,0,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-101869,MP_HIM_4,Himachal Pradesh,Shimla,Street Lighting,662000,784257,Sanctioned,Vendor Pvt Ltd 96,Implementing Agency 41,0.35291019083468705,0,"over_release_flag, desc_generic_flag, release_ratio"
MPLADS-101760,MP_AND_4,Andhra Pradesh,Vijayawada,Community Hall Construction,934000,1015879,Completed,Vendor Pvt Ltd 116,Implementing Agency 1,0.3525852059712092,0,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-101027,MP_MAN_2,Manipur,Imphal,Drinking Water Supply,5262636,0,Sanctioned,Vendor Pvt Ltd 1,Implementing Agency 18,0.35230185024106364,1,"amount_zscore_in_category, release_ratio, days_sanction_to_completion"
MPLADS-102680,MP_GOA_2,Goa,North Goa,Sanitation/Toilets,1000000,829531,In Progress,Vendor Pvt Ltd 25,Implementing Agency 15,0.3522674440561579,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-103311,MP_PUN_3,Punjab,Amritsar,Road Construction/Repair,817000,817000,Completed,Vendor Pvt Ltd 40,Implementing Agency 39,0.35203416784862596,0,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-105175,MP_NCT_2,NCT of Delhi,South Delhi,CCTV Installation,415000,492075,Sanctioned,Vendor Pvt Ltd 81,Implementing Agency 36,0.35151759631058793,0,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-104734,MP_DAD_2,Dadara & Nagar Havelli,Silvassa,Sports Infrastructure,1000000,995797,Completed,Vendor Pvt Ltd 38,Implementing Agency 60,0.3507260745906278,0,"is_round_amount, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-105188,MP_AND_2,Andhra Pradesh,Vijayawada,Drinking Water Supply,2400000,2313982,Completed,Vendor Pvt Ltd 2,Implementing Agency 32,0.35047595744813836,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100669,MP_ODI_3,Odisha,Cuttack,Health Facility Upgrade,4900000,4623522,Completed,Vendor Pvt Ltd 29,Implementing Agency 18,0.35032523190615633,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-101536,MP_TRI_5,Tripura,Dharmanagar,CCTV Installation,1310000,1458711,Sanctioned,Vendor Pvt Ltd 112,Implementing Agency 48,0.3503227590556934,0,"over_release_flag, days_rec_to_sanction, release_ratio"
MPLADS-100275,MP_MAH_1,Maharashtra,Nagpur,Library/Reading Room,581000,545763,Completed,Vendor Pvt Ltd 8,Implementing Agency 59,0.3502968966865387,0,"days_sanction_to_completion, desc_generic_flag, days_rec_to_sanction"
MPLADS-100325,MP_MAD_1,Madhya Pradesh,Indore,Health Facility Upgrade,5839000,0,Completed,Vendor Pvt Ltd 91,Implementing Agency 49,0.35004185400002846,0,"no_photo_flag, release_ratio, amount_zscore_in_category"
MPLADS-100811,MP_UTT_1,Uttar Pradesh,Agra,School Infrastructure,4714000,2357000,In Progress,Vendor Pvt Ltd 82,Implementing Agency 46,0.3496508150116096,0,"desc_generic_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-105966,MP_GOA_3,Goa,North Goa,Irrigation Facility,1106000,1055963,Completed,Vendor Pvt Ltd 64,Implementing Agency 43,0.3496186214133401,1,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-102771,MP_BIH_2,Bihar,Patna,Street Lighting,600000,0,Recommended,Vendor Pvt Ltd 109,Implementing Agency 55,0.34926870633538853,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-101928,MP_DAD_2,Dadara & Nagar Havelli,Silvassa,CCTV Installation,2145000,2144525,Completed,Vendor Pvt Ltd 71,Implementing Agency 53,0.34919974243165885,0,"no_photo_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-100101,MP_TRI_2,Tripura,Dharmanagar,Library/Reading Room,2313000,1508620,Completed,Vendor Pvt Ltd 98,Implementing Agency 36,0.3483730871144904,0,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-102450,MP_HIM_2,Himachal Pradesh,Manali,Sports Infrastructure,4600000,4177367,In Progress,Vendor Pvt Ltd 111,Implementing Agency 37,0.3480174293242173,0,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-100533,MP_WES_5,West Bengal,Darjeeling,Sanitation/Toilets,418000,0,Sanctioned,Vendor Pvt Ltd 9,Implementing Agency 40,0.3473650387726109,0,"days_rec_to_sanction, desc_generic_flag, release_ratio"
MPLADS-104871,MP_MAN_3,Manipur,Thoubal,Library/Reading Room,1100000,686476,In Progress,Vendor Pvt Ltd 100,Implementing Agency 15,0.3470212295902104,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-102252,MP_PUD_3,Puducherry,Puducherry,Road Construction/Repair,6900000,5059056,In Progress,Vendor Pvt Ltd 95,Implementing Agency 56,0.34675684042863214,0,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-105403,MP_ARU_2,Arunanchal Pradesh,Tawang,Drinking Water Supply,3783000,3649770,Completed,Vendor Pvt Ltd 75,Implementing Agency 57,0.3467278089459548,0,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-100094,MP_MAD_3,Madhya Pradesh,Indore,Drinking Water Supply,2019000,1926160,Completed,Vendor Pvt Ltd 81,Implementing Agency 32,0.34651750214344196,0,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-105603,MP_RAJ_4,Rajasthan,Jodhpur,Sports Infrastructure,1591000,1587678,Completed,Vendor Pvt Ltd 72,Implementing Agency 20,0.34572768127234604,0,"no_photo_flag, days_rec_to_sanction, release_ratio"
MPLADS-101340,MP_CHH_1,Chhattisgarh,Bhilai,School Infrastructure,1300000,0,Sanctioned,Vendor Pvt Ltd 37,Implementing Agency 2,0.3453686605979426,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-103726,MP_CHA_1,Chandigarh,Chandigarh,Road Construction/Repair,2000000,0,Sanctioned,Vendor Pvt Ltd 88,Implementing Agency 2,0.34528487818520576,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-105480,MP_MAN_1,Manipur,Thoubal,CCTV Installation,2212000,1230650,Completed,Vendor Pvt Ltd 101,Implementing Agency 43,0.3451076621262109,1,"no_photo_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-105145,MP_WES_5,West Bengal,Kolkata,CCTV Installation,300000,111635,In Progress,Vendor Pvt Ltd 40,Implementing Agency 39,0.3450761864539551,0,"is_round_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-102159,MP_ODI_3,Odisha,Bhubaneswar,Drinking Water Supply,580000,572913,Completed,Vendor Pvt Ltd 3,Implementing Agency 18,0.34490984349817333,0,"no_photo_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101168,MP_CHH_1,Chhattisgarh,Raipur,Health Facility Upgrade,3766000,1883000,In Progress,Vendor Pvt Ltd 100,Implementing Agency 25,0.34490161819499776,0,"desc_generic_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-105642,MP_MIZ_2,Mizoram,Lunglei,Sports Infrastructure,4076000,4301503,Sanctioned,Vendor Pvt Ltd 66,Implementing Agency 35,0.3440166556525972,0,"over_release_flag, days_rec_to_sanction, release_ratio"
MPLADS-103601,MP_KER_2,Kerala,Kochi,Road Construction/Repair,8989000,10689282,In Progress,Vendor Pvt Ltd 119,Implementing Agency 28,0.3436304305617762,0,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-100813,MP_PUN_3,Punjab,Ludhiana,Anganwadi Center Construction,408000,406398,Completed,Vendor Pvt Ltd 66,Implementing Agency 4,0.3435810672186683,0,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-105823,MP_TAM_2,Tamil Nadu,Coimbatore,Library/Reading Room,1860000,1768657,Completed,Vendor Pvt Ltd 37,Implementing Agency 56,0.34343862211690085,0,"no_photo_flag, days_sanction_to_completion, release_ratio"
MPLADS-102743,MP_MAD_1,Madhya Pradesh,Bhopal,Drinking Water Supply,1386000,1383367,Completed,Vendor Pvt Ltd 77,Implementing Agency 3,0.34302438591137774,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio"
MPLADS-103006,MP_TRI_1,Tripura,Agartala,Drinking Water Supply,788000,735628,Completed,Vendor Pvt Ltd 78,Implementing Agency 28,0.3429804718590835,0,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-104910,MP_ASS_2,Assam,Guwahati,CCTV Installation,1900000,1728051,In Progress,Vendor Pvt Ltd 83,Implementing Agency 32,0.34275227555376453,0,"is_round_amount, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-100183,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Street Lighting,1546000,1538256,Completed,Vendor Pvt Ltd 98,Implementing Agency 9,0.3426896711715546,0,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-102023,MP_JHA_2,Jharkhand,Ranchi,Health Facility Upgrade,3800000,3677423,Completed,Vendor Pvt Ltd 117,Implementing Agency 59,0.3425167861097428,0,"is_round_amount, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-102024,MP_TEL_2,Telangana,Hyderabad,Road Construction/Repair,7903000,7903000,Completed,Vendor Pvt Ltd 89,Implementing Agency 53,0.3422878558476862,0,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-103967,MP_JAM_2,Jammu & Kashmir,Srinagar,School Infrastructure,5300000,3263026,In Progress,Vendor Pvt Ltd 88,Implementing Agency 6,0.34214357119055505,0,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-105402,MP_UTT_1,Uttar Pradesh,Agra,Railway Halt Amenities,7029000,2992344,In Progress,Vendor Pvt Ltd 17,Implementing Agency 27,0.3420340010429307,0,"days_rec_to_sanction, desc_generic_flag, days_sanction_to_completion"
MPLADS-105545,MP_CHA_3,Chandigarh,Chandigarh,Railway Halt Amenities,4463000,2231500,In Progress,Vendor Pvt Ltd 102,Implementing Agency 14,0.3419754616733297,1,"days_sanction_to_completion, days_rec_to_sanction, desc_generic_flag"
MPLADS-105801,MP_AND_3,Andhra Pradesh,Visakhapatnam,Drinking Water Supply,2600000,0,Recommended,Vendor Pvt Ltd 67,Implementing Agency 51,0.34178361468952223,1,"is_round_amount, release_ratio, days_sanction_to_completion"
MPLADS-100031,MP_TAM_3,Tamil Nadu,Salem,Anganwadi Center Construction,400000,290579,In Progress,Vendor Pvt Ltd 90,Implementing Agency 51,0.34174820101164455,1,"is_round_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-104896,MP_NAG_4,Nagaland,Kohima,Community Hall Construction,2393000,2328837,Completed,Vendor Pvt Ltd 88,Implementing Agency 58,0.34163963714764345,0,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-105812,MP_ODI_1,Odisha,Cuttack,Community Hall Construction,4146000,3926161,Completed,Vendor Pvt Ltd 41,Implementing Agency 53,0.34150670845385905,0,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-105328,MP_JHA_2,Jharkhand,Ranchi,Sports Infrastructure,1499000,550563,Completed,Vendor Pvt Ltd 3,Implementing Agency 16,0.3413589799884497,0,"no_photo_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-100599,MP_LAK_2,Lakshadweep,Kavaratti,Library/Reading Room,800000,0,Sanctioned,Vendor Pvt Ltd 41,Implementing Agency 15,0.34110937634630784,0,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-105217,MP_TRI_3,Tripura,Agartala,Drinking Water Supply,844000,992037,Completed,Vendor Pvt Ltd 94,Implementing Agency 58,0.3397777302079315,0,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-102021,MP_DAM_1,Daman & Diu,Daman,Anganwadi Center Construction,500000,403219,In Progress,Vendor Pvt Ltd 100,Implementing Agency 54,0.33964985414452903,0,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-100632,MP_TEL_4,Telangana,Warangal,Community Hall Construction,7535000,7251715,Completed,Vendor Pvt Ltd 79,Implementing Agency 10,0.3393952135091408,0,"no_photo_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101754,MP_NCT_1,NCT of Delhi,North Delhi,CCTV Installation,1100000,1074935,Completed,Vendor Pvt Ltd 37,Implementing Agency 50,0.33931899157157297,0,"is_round_amount, days_sanction_to_completion, release_ratio"
MPLADS-100591,MP_PUN_1,Punjab,Ludhiana,Library/Reading Room,2392000,2384415,Completed,Vendor Pvt Ltd 56,Implementing Agency 36,0.3393116514612155,0,"no_photo_flag, amount_zscore_in_category, release_ratio"
